UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,12,2019,34,4468932,2257651,2211281,1696027,1621661,306059,321644,32193,29467,163941,176132,7549,6807,51882,55570,1740967,1669899,325800,344159,49646,47706,184960,198369,13086,12553,1772080,1775391,1268569,1240303,283102,298348,16600,16827,159228,171540,5370,5186,39211,43187,1302276,1277615,297227,315121,28141,29589,177124,190564,9748,9797,485571,435890,427458,381358,22957,23296,15593,12640,4713,4592,2179,1621,12671,12383,438691,392284,28573,29038,21505,18117,7836,7805,3338,2756
R,12,2019,35,4391764,2207256,2184508,1660974,1602828,294102,314710,31376,29023,163842,177511,7262,6487,49700,53949,1704057,1649515,312465,336055,48272,47101,184192,199463,12761,12090,1734193,1752701,1244015,1224716,272182,291876,16322,16437,159126,173108,5139,4827,37409,41737,1276212,1260704,285195,307575,27469,28971,176421,191849,9478,9304,473063,431807,416959,378112,21920,22834,15054,12586,4716,4403,2123,1660,12291,12212,427845,388811,27270,28480,20803,18130,7771,7614,3283,2786
R,12,2019,36,4326909,2169629,2157280,1636990,1584104,286218,309314,31031,28736,160172,175816,7165,6561,48053,52749,1678545,1629699,303917,329773,47564,46930,179913,197145,12398,12148,1705101,1728974,1227225,1209168,264868,286585,15972,16118,155623,171527,5150,4915,36263,40661,1258345,1244108,277367,301647,27013,28734,172356,189705,9273,9359,464528,428306,409765,374936,21350,22729,15059,12618,4549,4289,2015,1646,11790,12088,420200,385591,26550,28126,20551,18196,7557,7440,3125,2789
R,12,2019,37,4392447,2198979,2193468,1662794,1613136,289190,314671,31414,29101,160207,177094,7226,6742,48148,52724,1704456,1658624,306780,335289,48314,47524,179729,198156,12583,12280,1723955,1753548,1243338,1227743,267490,291300,16157,16267,155535,172518,5163,5003,36272,40717,1274467,1262647,279880,306481,27452,29130,172069,190473,9416,9446,475024,439920,419456,385393,21700,23371,15257,12834,4672,4576,2063,1739,11876,12007,429989,395977,26900,28808,20862,18394,7660,7683,3167,2834
R,12,2019,38,4299051,2145950,2153101,1628974,1587857,281548,308993,29835,28114,152153,171075,7026,6266,46414,50796,1668968,1631663,298355,328984,46510,46007,170829,191110,12137,11685,1689362,1723287,1225775,1210961,260762,286486,15213,15638,147682,166586,5014,4576,34916,39040,1255622,1244455,272617,301128,26379,28048,163455,183636,9041,8892,456588,429814,403199,376896,20786,22507,14622,12476,4471,4489,2012,1690,11498,11756,413346,387208,25738,27856,20131,17959,7374,7474,3096,2793
R,12,2019,39,4386783,2194083,2192700,1665582,1614767,292985,321151,30899,28823,150639,170466,7214,6402,46764,51091,1705854,1658787,310047,341234,47759,47071,169444,190449,12509,11867,1718713,1752100,1245450,1228087,271622,298016,15723,16104,145931,165942,5065,4735,34922,39216,1275262,1261612,283533,312650,26963,28852,161715,182954,9262,9149,475370,440600,420132,386680,21363,23135,15176,12719,4708,4524,2149,1667,11842,11875,430592,397175,26514,28584,20796,18219,7729,7495,3247,2718
R,12,2019,40,4237828,2119556,2118272,1610647,1559667,282243,311032,29520,27452,146516,165644,6507,6102,44123,48375,1648747,1601210,298145,330060,45797,44849,163954,184583,11452,11220,1666378,1695925,1210325,1189008,261619,288783,15014,15269,142176,161399,4545,4556,32699,36910,1238309,1220458,272592,302423,25785,27417,156784,177459,8437,8667,453178,422347,400322,370659,20624,22249,14506,12183,4340,4245,1962,1546,11424,11465,410438,380752,25553,27637,20012,17432,7170,7124,3015,2553
R,12,2019,41,4019637,2000136,2019501,1523723,1489420,263387,294098,27400,26227,138504,158842,6036,5598,41086,45316,1558994,1528334,278192,311546,42679,42886,154822,176607,10467,10331,1573892,1614346,1146241,1133895,244313,272940,14145,14438,134390,154596,4298,4104,30505,34373,1172123,1163167,254578,285397,24327,25959,148073,169651,7792,7904,426244,405155,377482,355525,19074,21158,13255,11789,4114,4246,1738,1494,10581,10943,386871,365167,23614,26149,18352,16927,6749,6956,2675,2427
R,12,2019,42,4027788,2000810,2026978,1531351,1500997,259926,292062,27802,26547,135773,157286,5969,5675,39989,44411,1565673,1538917,274153,309145,43000,43159,151559,174635,10350,10367,1572725,1616733,1151379,1139560,241551,271245,14413,14875,131587,153112,4239,4183,29556,33758,1176435,1168136,251237,283403,24578,26477,144808,167836,7682,7942,428085,410245,379972,361437,18375,20817,13389,11672,4186,4174,1730,1492,10433,10653,389238,370781,22916,25742,18422,16682,6751,6799,2668,2425
R,12,2019,43,3875655,1921911,1953744,1467747,1446387,247387,278498,26676,25175,136367,156477,5630,5273,38104,41934,1500533,1482068,260429,294322,41148,41062,151640,173048,9961,9752,1508090,1552798,1099970,1092160,229671,258602,13845,14023,132357,152381,4020,3858,28227,31774,1123966,1118906,238442,269803,23558,25139,145228,166368,7429,7459,413821,400946,367777,354227,17716,19896,12831,11152,4010,4096,1610,1415,9877,10160,376567,363162,21987,24519,17590,15923,6412,6680,2532,2293
R,12,2019,44,3906896,1940315,1966581,1482472,1455765,249883,281174,26510,25357,139820,159090,5472,5199,36158,39996,1513446,1489838,262405,295980,40561,40631,154182,175007,9395,9394,1526914,1566776,1113939,1101604,232642,261656,13650,14163,135858,155044,3944,3840,26881,30469,1136673,1127340,241117,272094,23218,24904,147984,168582,7071,7200,413401,399805,368533,354161,17241,19518,12860,11194,3962,4046,1528,1359,9277,9527,376773,362498,21288,23886,17343,15727,6198,6425,2324,2194
R,12,2019,45,3919407,1945941,1973466,1492428,1468228,247798,279755,26377,25008,139331,156898,5462,5009,34545,38568,1521815,1500907,259444,293916,40060,40085,153085,172142,9395,9002,1539071,1577727,1128115,1116059,231583,261290,13637,14028,135563,153048,3989,3697,26184,29605,1150175,1140849,239740,271394,23040,24757,147378,166163,7162,6922,406870,395739,364313,352169,16215,18465,12740,10980,3768,3850,1473,1312,8361,8963,371640,360058,19704,22522,17020,15328,5707,5979,2233,2080
R,12,2019,46,3826178,1889254,1936924,1447662,1438896,241636,276038,25033,24545,136516,155459,5044,4952,33363,37034,1475990,1470113,252682,289468,38312,39115,149970,170235,8791,8878,1506567,1557805,1104687,1101271,226485,258411,13128,13949,133078,151746,3719,3687,25470,28741,1126056,1125227,234140,268119,22468,24555,144676,164492,6787,6855,382687,379119,342975,337625,15151,17627,11905,10596,3438,3713,1325,1265,7893,8293,349934,344886,18542,21349,15844,14560,5294,5743,2004,2023
R,12,2019,47,3982396,1965933,2016463,1510404,1503597,253360,288477,25880,24967,137769,157230,5092,4932,33428,37260,1538696,1535000,264051,301740,39686,40096,151145,171926,8840,8875,1580774,1634151,1164878,1162753,238353,270855,13761,14322,134220,153523,3799,3669,25763,29029,1186442,1186907,245881,280470,23655,25404,145810,166271,6817,6923,385159,382312,345526,340844,15007,17622,12119,10645,3549,3707,1293,1263,7665,8231,352254,348093,18170,21270,16031,14692,5335,5655,2023,1952
R,12,2019,48,4163440,2056495,2106945,1602021,1593037,258473,295362,25569,25390,131962,150745,5112,4794,33358,37617,1630191,1624783,269075,308556,39626,41123,145108,165185,8910,8848,1681388,1733787,1265367,1260312,243801,278357,14120,14861,128393,147187,3770,3613,25937,29457,1287030,1284910,251333,287901,24377,26589,139802,159706,6895,6940,375107,373158,336654,332725,14672,17005,11449,10529,3569,3558,1342,1181,7421,8160,343161,339873,17742,20655,15249,14534,5306,5479,2015,1908
R,12,2019,49,4344410,2147515,2196895,1679859,1670892,268734,304788,26506,25716,133254,152496,5028,5073,34134,37930,1708723,1702680,279626,317996,41214,41944,146255,166945,9007,9351,1768684,1825824,1339972,1340199,253815,287698,14763,15260,129727,148859,3749,3821,26658,29987,1362262,1365072,261633,297462,25607,27536,140965,161315,7019,7355,378831,371071,339887,330693,14919,17090,11743,10456,3527,3637,1279,1252,7476,7943,346461,337608,17993,20534,15607,14408,5290,5630,1988,1996
R,12,2019,50,4204967,2080923,2124044,1636226,1625180,255373,288893,25235,24653,126981,145329,5068,4947,32040,35042,1663363,1654549,265208,300704,39334,40098,139204,158622,8865,8883,1715848,1767060,1308470,1306308,241129,272805,14122,14780,123591,141820,3830,3791,24706,27556,1329150,1329188,247932,281373,24440,26449,134132,153256,6945,7040,365075,356984,327756,318872,14244,16088,11113,9873,3390,3509,1238,1156,7334,7486,334213,325361,17276,19331,14894,13649,5072,5366,1920,1843
R,12,2019,51,4012047,1981279,2030768,1556068,1553272,245108,276996,24473,23508,121587,139732,4459,4674,29584,32586,1580963,1580421,254044,287842,37858,38221,132771,151857,7937,8462,1639015,1695403,1248999,1253735,231452,261653,13762,14271,118562,136530,3329,3528,22911,25686,1268054,1274868,237621,269492,23725,25505,128223,147081,6190,6684,342264,335365,307069,299537,13656,15343,10711,9237,3025,3202,1130,1146,6673,6900,312909,305553,16423,18350,14133,12716,4548,4776,1747,1778
R,12,2019,52,3986430,1963382,2023048,1551887,1556249,243845,278512,23412,23483,111365,128883,4558,4523,28315,31398,1575720,1582357,252239,289113,36550,37986,121904,140161,7857,8238,1633678,1697110,1255704,1264960,230685,263498,13448,14594,108425,125896,3422,3458,21994,24704,1273975,1285264,236469,271130,23270,25739,117545,135571,6196,6559,329704,325938,296183,291289,13160,15014,9964,8889,2940,2987,1136,1065,6321,6694,301745,297093,15770,17983,13280,12247,4359,4590,1661,1679
R,12,2019,53,4004406,1967293,2037113,1557080,1572326,246165,281943,23227,23352,108690,124239,4537,4554,27594,30699,1580027,1597756,254484,292240,36298,37873,118757,135110,7922,8167,1646411,1719740,1268559,1288540,233365,267467,13606,14822,105850,121266,3450,3509,21581,24136,1286242,1308296,239103,274869,23587,25973,114514,130615,6309,6522,320882,317373,288521,283786,12800,14476,9621,8530,2840,2973,1087,1045,6013,6563,293785,289460,15381,17371,12711,11900,4243,4495,1613,1645
R,12,2019,54,4178978,2053387,2125591,1627349,1643103,258010,294281,24379,24432,110967,127775,4611,4591,28071,31409,1650733,1669122,266236,304496,38017,39527,121046,138879,8033,8318,1730571,1807562,1337527,1359142,244806,279511,14575,15718,108144,124733,3569,3589,21950,24869,1355555,1379471,250503,286893,24966,27490,116864,134292,6436,6714,322816,318029,289822,283961,13204,14770,9804,8714,2823,3042,1042,1002,6121,6540,295178,289651,15733,17603,13051,12037,4182,4587,1597,1604
R,12,2019,55,4376392,2141307,2235085,1709053,1741830,263316,302773,24595,25094,111390,128862,4522,4684,28431,31842,1732730,1768139,271364,312873,38784,41065,121512,139804,7991,8424,1828046,1920026,1427507,1460022,250750,288321,15148,16500,108617,126006,3530,3689,22494,25488,1446008,1480814,256374,295658,26158,29236,117395,135493,6437,6850,313261,315059,281546,281808,12566,14452,9447,8594,2773,2856,992,995,5937,6354,286722,287325,14990,17215,12626,11829,4117,4311,1554,1574
R,12,2019,56,4344111,2116783,2227328,1694817,1743108,254665,293866,23938,24451,111148,129879,4249,4551,27966,31473,1718113,1769054,262398,303622,38164,40293,121036,140680,7598,8339,1821490,1926089,1429692,1474085,242557,280046,15078,16114,108545,127060,3294,3587,22324,25197,1448090,1494583,248012,287127,26251,28784,117164,136383,6125,6772,295293,301239,265125,269023,12108,13820,8860,8337,2603,2819,955,964,5642,6276,270023,274471,14386,16495,11913,11509,3872,4297,1473,1567
R,12,2019,57,4342424,2111922,2230502,1698019,1754972,251678,291968,23325,24296,107283,123732,4291,4499,27326,31035,1720841,1780448,259084,301658,37098,40300,116989,134216,7670,8172,1828572,1940057,1443241,1495289,240270,279009,14793,16203,104757,121021,3401,3580,22110,24955,1461517,1515537,245493,286050,25825,29079,113276,130074,6305,6644,283350,290445,254778,259683,11408,12959,8532,8093,2526,2711,890,919,5216,6080,259324,264911,13591,15608,11273,11221,3713,4142,1365,1528
R,12,2019,58,4328050,2099319,2228731,1704558,1768919,244439,286771,22703,24062,96446,114495,4121,4187,27052,30297,1727098,1793754,251643,296185,36693,40036,106011,124543,7382,7774,1833431,1954467,1465576,1523598,233740,274533,14745,16531,94145,111935,3315,3353,21910,24517,1483627,1543459,238883,281419,25972,29531,102505,120641,6091,6359,265888,274264,238982,245321,10699,12238,7958,7531,2301,2560,806,834,5142,5780,243471,250295,12760,14766,10721,10505,3506,3902,1291,1415
R,12,2019,59,4411626,2136308,2275318,1727797,1799437,252383,294978,22860,24326,102041,122250,4156,4289,27071,30038,1750473,1824024,259520,304096,36932,40234,111478,132272,7383,7830,1869505,1999174,1487976,1551954,241725,282762,14772,16871,99644,119632,3341,3472,22047,24483,1506253,1571762,246853,289527,26132,29859,107970,128329,6052,6482,266803,276144,239821,247483,10658,12216,8088,7455,2397,2618,815,817,5024,5555,244220,252262,12667,14569,10800,10375,3508,3943,1331,1348
R,12,2019,60,4321900,2091629,2230271,1699366,1771287,243466,286848,21871,23188,97026,116204,3975,3958,25925,28786,1721006,1794942,250126,295593,35430,38683,106254,125567,7055,7285,1844018,1972421,1476772,1540609,233500,275181,14464,16126,94822,113782,3214,3221,21246,23502,1494373,1559680,238287,281668,25497,28855,102939,121941,5821,6044,247611,257850,222594,230678,9966,11667,7407,7062,2204,2422,761,737,4679,5284,226633,235262,11839,13925,9933,9828,3315,3626,1234,1241
R,12,2019,61,4180009,2011361,2168648,1638108,1727071,230763,273919,19980,21986,94587,114611,3647,3804,24276,27257,1658312,1749389,237079,282069,33035,36893,102908,123465,6418,6849,1786585,1928325,1436423,1511861,221292,263006,13430,15506,92552,112395,2957,3117,19931,22440,1452860,1530063,225833,269091,24151,27871,99899,120105,5306,5729,224776,240323,201685,215210,9471,10913,6550,6480,2035,2216,690,687,4345,4817,205452,219326,11246,12978,8884,9022,3009,3360,1112,1120
R,12,2019,62,4179161,2003575,2175586,1638006,1740637,225122,270461,20015,21627,92956,112558,3519,3664,23957,26639,1657865,1762475,231373,278402,33006,36615,101110,120824,6310,6676,1785956,1940546,1442470,1529749,216270,259962,13435,15399,91058,110563,2890,2968,19833,21905,1458753,1547500,220856,265859,24177,27871,98326,117754,5275,5535,217619,235040,195536,210888,8852,10499,6580,6228,1898,1995,629,696,4124,4734,199112,214975,10517,12543,8829,8744,2784,3070,1035,1141
R,12,2019,63,4044348,1929193,2115155,1580192,1690803,214274,263257,18823,20805,90046,110997,3296,3468,22562,25825,1599012,1712033,220131,270940,31207,35485,97548,118938,5881,6363,1725420,1891987,1397275,1490898,205843,253147,12691,14885,88234,108888,2687,2897,18690,21272,1412725,1508189,210088,258833,22955,27163,94910,115794,4918,5365,203773,223168,182917,199905,8431,10110,6132,5920,1812,2109,609,571,3872,4553,186287,203844,10043,12107,8252,8322,2638,3144,963,998
R,12,2019,64,3939292,1873156,2066136,1538646,1657113,203143,250916,18050,19831,88580,110507,3104,3426,21633,24343,1556621,1676956,208683,258203,29988,33605,95762,118061,5592,6153,1677847,1849451,1363069,1462409,195026,241411,12313,14256,86857,108552,2579,2800,18003,20023,1377882,1478514,199040,246800,22287,25764,93258,115140,4733,5130,195309,216685,175577,194704,8117,9505,5737,5575,1723,1955,525,626,3630,4320,178739,198442,9643,11403,7701,7841,2504,2921,859,1023
R,12,2019,65,3855698,1825096,2030602,1505972,1635744,193543,242502,16901,18842,85430,107017,2955,3272,20295,23225,1522830,1654686,198706,249336,28310,32115,92089,114079,5250,5950,1643273,1825444,1341890,1450678,186118,233767,11828,13849,83893,105195,2460,2707,17084,19248,1355953,1466152,189938,238861,21502,25027,89842,111404,4460,5024,181823,205158,164082,185066,7425,8735,5073,4993,1537,1822,495,565,3211,3977,166877,188534,8768,10475,6808,7088,2247,2675,790,926
R,12,2019,66,3637725,1712012,1925713,1422768,1561780,174160,223464,15437,17202,78282,98866,2640,2927,18725,21474,1438417,1579334,178759,229680,26192,29648,84258,105383,4733,5369,1548397,1738300,1275228,1392549,167369,215471,10856,12676,76925,97257,2209,2441,15810,17906,1288372,1407002,170738,220127,20020,23211,82275,103014,4039,4587,163615,187413,147540,169231,6791,7993,4581,4526,1357,1609,431,486,2915,3568,150045,172332,8021,9553,6172,6437,1983,2369,694,782
R,12,2019,67,3545025,1663324,1881701,1387984,1529788,163759,214335,14303,16381,77457,98377,2615,2871,17206,19949,1402264,1546123,168050,220055,24150,28120,82986,104312,4608,5174,1510850,1704455,1250292,1369509,157490,206779,10154,12145,76142,96812,2235,2415,14537,16795,1262242,1383103,160654,211163,18580,22205,81085,102016,3970,4399,152474,177246,137692,160279,6269,7556,4149,4236,1315,1565,380,456,2669,3154,140022,163020,7396,8892,5570,5915,1901,2296,638,775
R,12,2019,68,3363931,1573247,1790684,1320414,1461705,152576,203235,13277,15212,68559,89348,2286,2590,16135,18594,1333784,1476984,156542,208604,22827,26432,73543,94548,4151,4672,1430853,1625929,1191268,1312823,146940,196120,9594,11289,67393,87903,1951,2183,13707,15611,1202536,1325468,149925,200210,17756,20927,71865,92464,3592,3990,142394,164755,129146,148882,5636,7115,3683,3923,1166,1445,335,407,2428,2983,131248,151516,6617,8394,5071,5505,1678,2084,559,682
R,12,2019,69,3250579,1515241,1735338,1262455,1407292,150217,199037,12991,14725,71666,93940,2345,2489,15567,17855,1275421,1421778,154089,204294,22143,25264,76444,99266,4132,4565,1377716,1572657,1137973,1260142,144571,192026,9466,10894,70504,92495,1978,2126,13224,14974,1148900,1272156,147449,196006,17336,19919,74777,97132,3569,3910,137525,162681,124482,147150,5646,7011,3525,3831,1162,1445,367,363,2343,2881,126521,149622,6640,8288,4807,5345,1667,2134,563,655
R,12,2019,70,3169844,1477164,1692680,1239637,1382586,139295,187732,12278,13792,69200,89226,2264,2475,14490,16869,1251685,1396352,142799,192625,20996,23943,73547,93964,3967,4416,1349483,1541483,1123789,1245429,134221,181306,9006,10397,68163,87965,1922,2098,12382,14288,1134019,1256963,136887,185069,16543,19208,72026,92127,3412,3802,127681,151197,115848,137157,5074,6426,3272,3395,1037,1261,342,377,2108,2581,117666,139389,5912,7556,4453,4735,1521,1837,555,614
R,12,2019,71,3077232,1430671,1646561,1208598,1355886,129911,176401,11429,13044,65071,82860,2080,2322,13582,16048,1219857,1369107,133250,180954,19609,22730,69135,87375,3632,4110,1313042,1504825,1101821,1227247,125207,170525,8529,9878,64090,81646,1773,1989,11622,13540,1111381,1238286,127761,173991,15626,18278,67708,85580,3145,3543,117629,141736,106777,128639,4704,5876,2900,3166,981,1214,307,333,1960,2508,108476,130821,5489,6963,3983,4452,1427,1795,487,567
R,12,2019,72,3161430,1468364,1693066,1260523,1420616,120924,165007,11115,12395,60316,77024,1958,2065,13528,15959,1271880,1433888,124165,169438,19519,22292,64095,81324,3496,3795,1356173,1556727,1158439,1296462,116681,159438,8278,9481,59422,75909,1682,1770,11671,13667,1168178,1307717,119164,162896,15665,18144,62771,79719,3055,3315,112191,136339,102084,124154,4243,5569,2837,2914,894,1115,276,295,1857,2292,103702,126171,5001,6542,3854,4148,1324,1605,441,480
R,12,2019,73,2663909,1230378,1433531,1054133,1199119,100052,139597,9459,10705,53511,68694,1738,1780,11485,13636,1063830,1210429,102737,143305,16445,18880,56781,72556,3092,3354,1132168,1311118,964707,1087732,96284,134479,7040,8194,52789,67653,1496,1522,9852,11538,972993,1097206,98314,137305,13158,15261,55683,71055,2677,2920,98210,122413,89426,111387,3768,5118,2419,2511,722,1041,242,258,1633,2098,90837,113223,4423,6000,3287,3619,1098,1501,415,434
