UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2019,78,1759007,779274,979733,669763,823393,61429,95290,5577,6667,34783,44611,959,1094,6763,8678,675450,830620,62955,97606,9688,11976,36758,47006,1768,2062,719328,897904,614865,748275,59146,92156,4294,5162,34344,43978,845,917,5834,7416,619751,754416,60295,93934,7933,9812,36088,46063,1561,1774,59946,81829,54898,75118,2283,3134,1283,1505,439,633,114,177,929,1262,55699,76204,2660,3672,1755,2164,670,943,207,288
R,11,2019,79,1622984,710941,912043,607499,762931,57256,90576,5067,6309,33920,43213,930,1073,6269,7941,612740,769548,58679,92741,8804,11040,35849,45438,1689,2019,653900,832591,555191,690036,55104,87453,3858,4854,33478,42617,817,886,5452,6745,559734,695602,56194,89098,7155,8964,35208,44584,1498,1720,57041,79452,52308,72895,2152,3123,1209,1455,442,596,113,187,817,1196,53006,73946,2485,3643,1649,2076,641,854,191,299
R,11,2019,80,1487117,648051,839066,555615,704240,51199,82094,4396,5612,30573,38722,750,1023,5518,7375,560286,710363,52472,84055,7645,10012,32222,40823,1416,1916,596252,766254,508126,637396,49185,79222,3351,4304,30192,38178,639,866,4759,6288,512125,642606,50148,80689,6204,8151,31668,40018,1242,1639,51799,72812,47489,66844,2014,2872,1045,1308,381,544,111,157,759,1087,48161,67757,2324,3366,1441,1861,554,805,174,277
R,11,2019,81,1397668,602128,795540,518460,671325,45927,75665,4039,5307,27916,35756,730,916,5056,6571,522729,676812,47071,77426,7066,9175,29440,37651,1310,1683,554883,727325,475045,608696,44177,72962,3114,4093,27556,35268,623,750,4368,5556,478712,613306,45039,74292,5785,7452,28912,36917,1135,1413,47245,68215,43415,62629,1750,2703,925,1214,360,488,107,166,688,1015,44017,63506,2032,3134,1281,1723,528,734,175,270
R,11,2019,82,1265165,537114,728051,462046,613075,41138,69851,3501,4737,25282,33480,634,840,4513,6068,465904,618132,42184,71508,6170,8249,26649,35225,1141,1586,494119,665243,422446,555390,39556,67389,2680,3619,24985,32986,540,697,3912,5162,425779,559656,40342,68654,5046,6687,26206,34519,986,1355,42995,62808,39600,57685,1582,2462,821,1118,297,494,94,143,601,906,40125,58476,1842,2854,1124,1562,443,706,155,231
R,11,2019,83,1157589,483507,674082,416273,568598,36877,64716,3109,4260,22681,30367,550,724,4017,5417,419663,573102,37778,66211,5424,7429,23955,31914,1033,1342,444308,616005,380121,515088,35378,62475,2408,3253,22422,29953,475,621,3504,4615,383065,518893,36058,63616,4463,6003,23574,31327,908,1172,39199,58077,36152,53510,1499,2241,701,1007,259,414,75,103,513,802,36598,54209,1720,2595,961,1426,381,587,125,170
R,11,2019,84,1072526,439676,632850,379243,533849,33462,60769,2780,4001,20158,28396,494,658,3539,5177,382212,538141,34264,62128,4816,7008,21252,29926,962,1251,403851,578237,346152,483539,32156,58686,2133,3041,19908,27992,436,543,3066,4436,348718,487195,32765,59732,3939,5685,20877,29335,851,1064,35825,54613,33091,50310,1306,2083,647,960,250,404,58,115,473,741,33494,50946,1499,2396,877,1323,375,591,111,187
R,11,2019,85,953367,384653,568714,332325,481226,28859,54049,2347,3462,17544,24861,466,584,3112,4532,335002,485024,29546,55262,4098,6094,18538,26219,839,1106,353593,520401,303533,436625,27794,52263,1799,2613,17327,24499,403,501,2737,3900,305881,439879,28329,53198,3375,4923,18210,25700,741,962,31060,48313,28792,44601,1065,1786,548,849,217,362,63,83,375,632,29121,45145,1217,2064,723,1171,328,519,98,144
R,11,2019,86,845221,333507,511714,288650,432841,24412,48043,2026,3026,15402,23206,404,511,2613,4087,290862,436248,24983,49111,3500,5388,16267,24407,723,1020,307123,468981,264206,393342,23485,46439,1557,2319,15227,22904,350,446,2298,3531,266145,396268,23928,47267,2868,4407,16019,23978,637,903,26384,42733,24444,39499,927,1604,469,707,175,302,54,65,315,556,24717,39980,1055,1844,632,981,248,429,86,117
R,11,2019,87,786637,303075,483562,263173,410858,21753,44291,1757,2788,13691,21378,352,470,2349,3777,265173,414023,22298,45310,3055,4968,14456,22460,653,932,279222,443837,241010,374109,20957,42830,1336,2131,13520,21102,310,411,2089,3254,242784,376820,21396,43645,2502,4054,14218,22049,581,812,23853,39725,22163,36749,796,1461,421,657,171,276,42,59,260,523,22389,37203,902,1665,553,914,238,411,72,120
R,11,2019,88,696386,263271,433115,231045,372071,17137,36724,1440,2354,11372,18369,290,381,1987,3216,232745,374767,17585,37597,2524,4215,12050,19296,540,757,242316,398393,211498,339880,16504,35520,1075,1765,11255,18143,254,329,1730,2756,212974,342173,16858,36191,2024,3400,11860,18956,473,660,20955,34722,19547,32191,633,1204,365,589,117,226,36,52,257,460,19771,32594,727,1406,500,815,190,340,67,97
R,11,2019,89,642860,236215,406645,206536,348255,15736,34750,1303,2152,10608,18066,270,380,1762,3042,208036,350811,16128,35556,2298,3887,11174,18956,496,744,217183,373641,188794,317566,15122,33645,984,1622,10503,17865,242,324,1538,2619,190104,319751,15427,34262,1860,3152,11008,18654,446,648,19032,33004,17742,30689,614,1105,319,530,105,201,28,56,224,423,17932,31060,701,1294,438,735,166,302,50,96
R,11,2019,90,541525,193192,348333,169327,299147,12459,29657,1072,1753,8615,14901,224,340,1495,2535,170598,301245,12803,30375,1922,3197,9086,15623,414,651,177707,321082,154936,273801,11955,28720,805,1337,8521,14724,198,296,1292,2204,156030,275616,12220,29291,1554,2618,8933,15368,362,574,15485,27251,14391,25346,504,937,267,416,94,177,26,44,203,331,14568,25629,583,1084,368,579,153,255,52,77
R,11,2019,91,468181,162263,305918,142565,263369,10213,25504,886,1522,7208,12963,152,271,1239,2289,143607,265278,10490,26137,1598,2836,7603,13611,308,562,149606,282788,130742,241975,9818,24657,667,1143,7147,12815,133,230,1099,1968,131662,243597,10044,25155,1310,2307,7508,13388,270,487,12657,23130,11823,21394,395,847,219,379,61,148,19,41,140,321,11945,21681,446,982,288,529,95,223,38,75
R,11,2019,92,397182,133449,263733,117009,227464,8417,21776,669,1303,6206,11068,131,217,1017,1905,117869,229057,8648,22274,1231,2439,6534,11595,260,449,123490,244668,107673,209785,8138,21086,518,987,6148,10948,115,187,898,1675,108432,211181,8326,21483,1018,2009,6444,11414,229,388,9959,19065,9336,17679,279,690,151,316,58,120,16,30,119,230,9437,17876,322,791,213,430,90,181,31,61
R,11,2019,93,325382,105623,219759,92531,189667,6697,17988,555,1068,4914,9265,93,204,833,1567,93240,190995,6898,18435,1019,1963,5174,9683,199,386,97700,204223,85136,175273,6452,17428,431,818,4869,9156,81,179,731,1369,85757,176427,6608,17787,847,1615,5101,9532,174,343,7923,15536,7395,14394,245,560,124,250,45,109,12,25,102,198,7483,14568,290,648,172,348,73,151,25,43
R,11,2019,94,264625,82415,182210,71889,156994,5213,14844,432,844,4178,7988,73,169,630,1371,72424,158138,5364,15251,781,1619,4382,8359,152,332,76362,169641,66246,145341,5034,14390,323,643,4144,7906,64,150,551,1211,66713,146351,5154,14726,628,1341,4325,8231,134,293,6053,12569,5643,11653,179,454,109,201,34,82,9,19,79,160,5711,11787,210,525,153,278,57,128,18,39
R,11,2019,95,211504,63706,147798,55318,127662,4048,11849,330,710,3447,6403,56,130,507,1044,55745,128527,4178,12157,616,1328,3617,6677,111,248,59098,138020,51020,118575,3907,11501,255,558,3416,6338,51,114,449,934,51400,119347,4010,11761,512,1118,3569,6584,98,223,4608,9778,4298,9087,141,348,75,152,31,65,5,16,58,110,4345,9180,168,396,104,210,48,93,13,25
R,11,2019,96,159674,46861,112813,40543,97369,2939,8974,250,499,2665,5049,49,97,415,825,40892,98054,3048,9230,477,985,2798,5259,101,194,43351,105643,37255,90714,2839,8712,195,390,2644,5006,43,85,375,736,37573,91321,2930,8928,402,831,2769,5192,89,172,3510,7170,3288,6655,100,262,55,109,21,43,6,12,40,89,3319,6733,118,302,75,154,29,67,12,22
R,11,2019,97,120507,34188,86319,29367,74297,2206,7001,179,387,2133,3932,30,87,273,615,29600,74799,2271,7181,331,737,2227,4094,67,167,31805,80991,27149,69328,2129,6820,144,315,2116,3899,26,78,241,551,27355,69775,2181,6973,276,632,2202,4045,58,148,2383,5328,2218,4969,77,181,35,72,17,33,4,9,32,64,2245,5024,90,208,55,105,25,49,9,19
R,11,2019,98,87619,23825,63794,20523,54888,1438,5148,117,280,1510,2921,27,59,210,498,20695,55292,1505,5310,234,563,1577,3055,54,128,22236,59986,19041,51362,1397,5014,91,228,1501,2896,22,54,184,432,19192,51713,1453,5153,194,478,1559,3010,42,112,1589,3808,1482,3526,41,134,26,52,9,25,5,5,26,66,1503,3579,52,157,40,85,18,45,12,16
R,11,2019,99,63656,16779,46877,14240,39906,1116,3966,85,211,1157,2389,18,45,163,360,14375,40197,1158,4084,173,415,1212,2485,41,90,15683,44104,13228,37344,1082,3869,68,168,1147,2372,15,39,143,312,13347,37594,1115,3965,146,347,1196,2455,35,80,1096,2773,1012,2562,34,97,17,43,10,17,3,6,20,48,1028,2603,43,119,27,68,16,30,6,10
R,11,2019,100,101617,23861,77756,19369,64205,1752,7425,161,391,2278,4980,43,92,258,663,19574,64736,1836,7672,297,753,2360,5147,83,186,22351,73518,17986,60330,1699,7247,129,335,2268,4945,39,84,230,577,18167,60792,1772,7453,250,658,2342,5089,74,163,1510,4238,1383,3875,53,178,32,56,10,35,4,8,28,86,1407,3944,64,219,47,95,18,58,9,23
R,12,2019,999,329059806,162053703,167006103,124079052,126262769,21267259,23122371,2147700,2119017,9496595,10365451,424262,411620,4638835,4724875,128214678,130452842,23366122,25303958,3504823,3540100,11223285,12088802,831443,822666,131372888,136864179,97249902,99945418,19759467,21565302,1193869,1233973,9178216,10046833,306910,301755,3684524,3770898,100534139,103287120,21412373,23292765,2154507,2261117,10640630,11505712,625235,624727,30680815,30141924,26829150,26317351,1507792,1557069,953831,885044,318379,318618,117352,109865,954311,953977,27680539,27165722,1953749,2011193,1350316,1278983,582655,583090,206208,197939
R,12,2019,0,3744281,1912664,1831617,1332195,1272643,300805,293176,35750,34368,112703,105900,7152,6716,124059,118814,1446291,1381900,369402,359080,58855,56601,158606,149609,15649,14760,1418724,1354413,929849,883526,266045,259444,14348,13917,104890,98484,4393,4118,99199,94924,1021591,971294,321687,312884,29154,28165,143044,134774,10614,10002,493940,477204,402346,389117,34760,33732,21402,20451,7813,7416,2759,2598,24860,23890,424700,410606,47715,46196,29701,28436,15562,14835,5035,4758
R,12,2019,1,3804403,1943220,1861183,1352362,1291798,304489,297269,36323,34858,117086,110101,7274,6852,125686,120305,1467934,1402396,373892,363929,59734,57367,163671,154436,15890,15007,1440984,1376464,942721,896069,269477,263310,14511,14048,109229,102633,4491,4228,100555,96176,1035688,984958,325789,317368,29510,28480,148008,139507,10812,10210,502236,484719,409641,395729,35012,33959,21812,20810,7857,7468,2783,2624,25131,24129,432246,417438,48103,46561,30224,28887,15663,14929,5078,4797
R,12,2019,2,3880802,1984431,1896371,1381457,1317228,308694,300539,36270,34430,123620,115976,7349,6980,127041,121218,1498187,1428665,378231,367551,60099,57238,171122,160636,16196,15270,1474478,1405170,961597,912743,274891,267703,15347,14620,116014,108667,4703,4388,101926,97049,1055715,1002420,331412,322149,30748,29321,155721,145851,11257,10475,509953,491201,419860,404485,33803,32836,20923,19810,7606,7309,2646,2592,25115,24169,442472,426245,46819,45402,29351,27917,15401,14785,4939,4795
R,12,2019,3,3988581,2038001,1950580,1431013,1364883,308154,301749,35772,34639,127150,119523,7394,7046,128518,122740,1549131,1477741,377710,368733,60222,58069,175603,165215,16412,15520,1514819,1447138,997191,947571,274451,269076,16019,15473,119429,112223,4719,4448,103010,98347,1092333,1038469,330882,323474,31877,30663,159930,150341,11397,10696,523182,503442,433822,417312,33703,32673,19753,19166,7721,7300,2675,2598,25508,24393,456798,439272,46828,45259,28345,27406,15673,14874,5015,4824
R,12,2019,4,4033438,2062108,1971330,1454087,1385056,312606,304710,35108,33911,124912,117682,7260,7016,128135,122955,1571906,1498109,381953,371868,59744,57473,172920,163290,16230,15536,1534640,1463286,1014339,961990,279175,272214,16386,15619,117347,110461,4592,4415,102801,98587,1109340,1053095,335502,326797,32436,30925,157486,148544,11242,10724,527468,508044,439748,423066,33431,32496,18722,18292,7565,7221,2668,2601,25334,24368,462566,445014,46451,45071,27308,26548,15434,14746,4988,4812
R,12,2019,5,4053010,2072339,1980671,1461452,1390585,314021,306474,35276,34312,126969,120146,7119,6884,127502,122270,1578671,1502977,382726,373079,59922,57942,174910,165485,16132,15389,1548291,1476072,1024606,970338,280255,273854,16630,16078,119767,113249,4603,4443,102430,98110,1119249,1060965,336041,327991,32763,31489,159966,151163,11310,10777,524048,504599,436846,420247,33766,32620,18646,18234,7202,6897,2516,2441,25072,24160,459422,442012,46685,45088,27159,26453,14944,14322,4822,4612
R,12,2019,6,4013793,2052246,1961547,1448720,1380034,312971,304717,35584,34145,122714,116022,6862,6559,125395,120070,1563934,1490291,380274,370113,60043,57552,169934,160515,15896,15028,1533017,1462185,1015355,963409,279773,272746,16955,16206,115851,109381,4485,4228,100598,96215,1108256,1052198,334380,325857,32980,31509,155356,146502,11141,10431,519229,499362,433365,416625,33198,31971,18629,17939,6863,6641,2377,2331,24797,23855,455678,438093,45894,44256,27063,26043,14578,14013,4755,4597
R,12,2019,7,4038469,2063227,1975242,1457790,1391399,313377,304854,35479,34390,125175,118607,6912,6652,124494,119340,1572083,1500956,379899,369244,59960,57928,172240,163148,15924,15216,1540585,1470158,1020307,968800,280607,273199,17047,16428,118399,111944,4509,4292,99716,95495,1112292,1056897,334445,325350,33052,31806,157807,149134,11165,10591,522642,505084,437483,422599,32770,31655,18432,17962,6776,6663,2403,2360,24778,23845,459791,444059,45454,43894,26908,26122,14433,14014,4759,4625
R,12,2019,8,4061120,2076846,1984274,1476773,1406632,314870,306096,35475,34381,119169,112946,6688,6411,123871,117808,1590545,1514775,381339,369538,60186,57962,165423,156769,15619,14868,1544725,1471773,1029184,975893,282605,274904,17260,16401,112504,106540,4291,4102,98881,93933,1120453,1062553,336313,326140,33383,31739,151050,143026,10851,10277,532121,512501,447589,430739,32265,31192,18215,17980,6665,6406,2397,2309,24990,23875,470092,452222,45026,43398,26803,26223,14373,13743,4768,4591
R,12,2019,9,4104621,2096383,2008238,1499633,1432161,316457,307374,33850,32863,116386,111350,6454,6161,123603,118329,1613310,1540890,382584,371198,58919,57077,162159,154696,15335,14542,1552322,1483306,1036253,985138,286321,277759,17269,16913,110018,105386,4260,4096,98201,94014,1126982,1071895,339530,329090,33496,32653,148088,141496,10776,10247,544061,524932,463380,447023,30136,29615,16581,15950,6368,5964,2194,2065,25402,24315,486328,468995,43054,42108,25423,24424,14071,13200,4559,4295
R,12,2019,10,4047024,2064443,1982581,1483131,1417652,311597,303870,33128,32090,111656,107746,6261,6131,118670,115092,1592237,1523354,375270,366403,57243,55415,155377,149516,14645,14310,1529296,1466092,1025611,976436,282278,275200,17449,16950,105590,101906,4247,4108,94121,91492,1112576,1060843,333598,325628,32996,32107,141858,136697,10408,10103,535147,516489,457520,441216,29319,28670,15679,15140,6066,5840,2014,2023,24549,23600,479661,462511,41672,40775,24247,23308,13519,12819,4237,4207
R,12,2019,11,4160519,2123730,2036789,1529239,1459609,323019,314730,33750,32390,113318,109273,6359,6248,118045,114539,1637559,1564772,386562,377185,57744,55607,156285,150412,14917,14306,1575069,1509995,1058691,1008076,293002,285891,17740,17278,107250,103454,4308,4201,94078,91095,1145324,1092112,344523,336548,33336,32193,143133,137710,10621,10093,548661,526794,470548,451533,30017,28839,16010,15112,6068,5819,2051,2047,23967,23444,492235,472660,42039,40637,24408,23414,13152,12702,4296,4213
R,12,2019,12,4208235,2148405,2059830,1553170,1483157,324013,315661,34487,33471,114689,109590,6387,6279,115659,111672,1659240,1585466,385932,376243,58526,56597,156820,149737,14820,14304,1593019,1525844,1075766,1024394,294307,286879,17940,17801,108672,103950,4331,4185,92003,88635,1160527,1105891,344437,335852,33534,32698,143725,137338,10567,10077,555386,533986,477404,458763,29706,28782,16547,15670,6017,5640,2056,2094,23656,23037,498713,479575,41495,40391,24992,23899,13095,12399,4253,4227
R,12,2019,13,4196906,2144098,2052808,1557146,1485410,321477,312033,34658,32950,112702,108410,6265,6114,111850,107891,1659667,1584264,380674,369871,58169,55623,153883,147338,14468,13897,1595122,1524886,1084121,1030650,292741,283945,18073,17518,106727,102857,4280,4087,89180,85829,1166199,1109577,340789,331009,33349,32181,141145,135305,10321,9806,548976,527922,473025,454760,28736,28088,16585,15432,5975,5553,1985,2027,22670,22062,493468,474687,39885,38862,24820,23442,12738,12033,4147,4091
R,12,2019,14,4172163,2130897,2041266,1557783,1481868,313648,306006,34012,33079,112655,111075,6293,6223,106506,103015,1655301,1576072,369348,360375,56952,55117,152006,148887,14011,13629,1592413,1524977,1092341,1035573,285847,279190,17982,17679,107067,105799,4260,4280,84916,82456,1170399,1111210,331140,323569,32890,32014,140050,137578,9958,9807,538484,516289,465442,446295,27801,26816,16030,15400,5588,5276,2033,1943,21590,20559,484902,464862,38208,36806,24062,23103,11956,11309,4053,3822
R,12,2019,15,4173485,2128800,2044685,1560759,1489076,311445,302969,33417,32236,114405,114296,6242,5951,102532,100157,1654503,1580561,364396,355090,55901,54217,152635,151137,13792,13273,1602253,1537743,1104211,1049989,284600,277095,18009,17192,108819,108988,4354,4156,82260,80323,1179743,1123580,327730,319706,32905,31741,141014,140052,9997,9614,526547,506942,456548,439087,26845,25874,15408,15044,5586,5308,1888,1795,20272,19834,474760,456981,36666,35384,22996,22476,11621,11085,3795,3659
R,12,2019,16,4166343,2124762,2041581,1564177,1491961,309062,301129,32591,31838,114196,114574,6077,5759,98659,96320,1654303,1579954,359490,350657,54859,53544,150835,150235,13438,12863,1608438,1542872,1115947,1059017,282836,276073,17567,17076,108805,109391,4240,4039,79043,77276,1188418,1129886,324012,316564,32319,31577,139634,139332,9749,9379,516324,498709,448230,432944,26226,25056,15024,14762,5391,5183,1837,1720,19616,19044,465885,450068,35478,34093,22540,21967,11201,10903,3689,3484
R,12,2019,17,4166501,2124973,2041528,1563511,1491476,313285,305993,33009,31658,114495,114028,6023,5798,94650,92575,1649741,1575732,361392,353509,54993,53243,149440,147858,13243,12682,1611375,1546387,1116906,1060403,287315,281320,17816,17229,109146,109075,4256,4063,75936,74297,1186302,1128317,326676,320189,32442,31644,138547,137524,9717,9260,513598,495141,446605,431073,25970,24673,15193,14429,5349,4953,1767,1735,18714,18278,463439,447415,34716,33320,22551,21599,10893,10334,3526,3422
R,12,2019,18,4214376,2151130,2063246,1581198,1507161,321116,312626,32875,31383,116496,115084,5905,5737,93540,91255,1666281,1590236,368698,359385,55114,53222,150750,148085,12984,12619,1639089,1571666,1135466,1078676,295214,288157,17962,17377,111398,110165,4164,3981,74885,73310,1203751,1145660,334020,326512,32863,32078,140242,137980,9520,9192,512041,491580,445732,428485,25902,24469,14913,14006,5098,4919,1741,1756,18655,17945,462530,444576,34678,32873,22251,21144,10508,10105,3464,3427
R,12,2019,19,4338156,2217206,2120950,1623466,1542086,336468,327184,33835,32453,123807,122501,6116,5906,93514,90820,1708536,1624444,383582,373606,56640,54524,158046,155327,13194,12829,1697235,1624245,1170054,1109286,310513,302278,18703,17928,118582,117570,4397,4151,74986,73032,1238396,1175721,348942,340276,34058,33003,147529,145222,9785,9386,519971,496705,453412,432800,25955,24906,15132,14525,5225,4931,1719,1755,18528,17788,470140,448723,34640,33330,22582,21521,10517,10105,3409,3443
R,12,2019,20,4284817,2191435,2093382,1611107,1529121,331047,320749,33139,31935,119817,118167,6073,5661,90252,87749,1693082,1608497,376634,365711,55734,53899,152068,149313,13117,12447,1684663,1609811,1168945,1107366,305659,296528,18505,18011,114751,113390,4344,4050,72459,70466,1234949,1171232,342944,333400,33912,33063,141977,139554,9685,9221,506772,483571,442162,421755,25388,24221,14634,13924,5066,4777,1729,1611,17793,17283,458133,437265,33690,32311,21822,20836,10091,9759,3432,3226
R,12,2019,21,4296861,2194715,2102146,1612402,1533547,332404,323545,32915,31912,122257,121247,6026,5660,88711,86235,1692692,1611724,376603,367215,55424,54105,154087,151631,13103,12228,1693681,1623507,1175163,1115879,307282,299744,18376,17925,117172,116430,4338,4050,71350,69479,1239898,1179025,343479,335595,33812,33329,144081,142006,9788,9111,501034,478639,437239,417668,25122,23801,14539,13987,5085,4817,1688,1610,17361,16756,452794,432699,33124,31620,21612,20776,10006,9625,3315,3117
R,12,2019,22,4279865,2186139,2093726,1602621,1525066,329865,321259,32515,31501,129973,127105,6065,5602,85100,83193,1679631,1600250,371693,362700,54769,53427,160706,156694,12707,11988,1692339,1623377,1171161,1113950,305556,298163,18091,17906,124957,122366,4376,4053,68198,66939,1233014,1174518,339582,332091,33444,33193,150886,147383,9481,8959,493800,470349,431460,411116,24309,23096,14424,13595,5016,4739,1689,1549,16902,16254,446617,425732,32111,30609,21325,20234,9820,9311,3226,3029
R,12,2019,23,4334550,2214110,2120440,1624383,1543819,329860,323282,32779,31395,137132,134444,6275,5749,83681,81751,1700064,1617444,370206,363458,55298,53429,167419,163708,12939,12364,1719238,1651028,1191534,1133193,305706,300678,18322,17699,132228,129680,4524,4147,66924,65631,1252201,1192393,338378,333485,33715,32976,157952,154412,9676,9289,494872,469412,432849,410626,24154,22604,14457,13696,4904,4764,1751,1602,16757,16120,447863,425051,31828,29973,21583,20453,9467,9296,3263,3075
R,12,2019,24,4413495,2259746,2153749,1651683,1564088,342661,332192,33207,31598,143543,140155,6479,6163,82173,79553,1725581,1635468,381730,371018,56217,53712,173333,168569,13175,12797,1759849,1679899,1214084,1149350,318043,309038,18730,17823,138613,135326,4723,4458,65656,63904,1273152,1206823,349666,340579,34732,33329,163864,159358,9935,9652,499897,473850,437599,414738,24618,23154,14477,13775,4930,4829,1756,1705,16517,15649,452429,428645,32064,30439,21485,20383,9469,9211,3240,3145
R,12,2019,25,4497031,2302447,2194584,1674881,1584509,358642,348248,33653,32488,148516,144509,6559,6374,80196,78456,1746627,1654522,396007,385901,56961,55131,177606,172621,13512,12930,1799285,1720103,1234021,1169310,333667,324814,19238,18422,143559,139809,4824,4677,63976,63071,1291254,1225597,363762,355442,35525,34493,168281,163653,10231,9813,503162,474481,440860,415199,24975,23434,14415,14066,4957,4700,1735,1697,16220,15385,455373,428925,32245,30459,21436,20638,9325,8968,3281,3117
R,12,2019,26,4583886,2349431,2234455,1704904,1606218,372798,360768,34776,33426,153415,151551,6782,6375,76756,76117,1773188,1673853,407837,396674,57452,56125,181854,178839,13570,12964,1839920,1757911,1257781,1188773,347403,337224,19967,19429,148562,146754,4931,4690,61276,61041,1312326,1243053,375541,366204,35888,35605,172712,169927,10224,9836,509511,476544,447123,417445,25395,23544,14809,13997,4853,4797,1851,1685,15480,15076,460862,430800,32296,30470,21564,20520,9142,8912,3346,3128
R,12,2019,27,4699183,2409359,2289824,1748061,1645407,383575,369633,36482,34138,158662,159569,6853,6517,75726,74560,1815194,1711457,416713,403460,59811,56892,187135,187074,13678,13176,1889795,1806935,1292158,1222202,357754,345525,20972,19961,153749,154712,4988,4771,60174,59764,1345477,1275160,383972,372646,37363,36201,178116,178225,10370,9964,519564,482889,455903,423205,25821,24108,15510,14177,4913,4857,1865,1746,15552,14796,469717,436297,32741,30814,22448,20691,9019,8849,3308,3212
R,12,2019,28,4791514,2439422,2352092,1769246,1684511,386582,382055,37050,33940,166500,170487,7621,6892,72423,74207,1832542,1749280,417638,415440,59543,56308,194498,199054,14728,13963,1922402,1872308,1317321,1266658,359998,356152,21209,20114,161364,165184,5544,5091,56966,59109,1367002,1318184,384157,382589,36806,35896,185223,189506,11149,10664,517020,479784,451925,417853,26584,25903,15841,13826,5136,5303,2077,1801,15457,15098,465540,431096,33481,32851,22737,20412,9275,9548,3579,3299
R,12,2019,29,4857829,2468703,2389126,1799177,1716874,383617,382689,36655,33594,172686,177933,7822,7177,68746,70859,1859115,1778857,411988,414032,58159,55266,200296,205313,14713,13953,1948575,1913079,1344500,1302650,356719,356345,20603,19901,167321,172638,5617,5352,53815,56193,1391217,1351695,378470,381006,35419,35083,190956,195978,11040,10707,520128,476047,454677,414224,26898,26344,16052,13693,5365,5295,2205,1825,14931,14666,467898,427162,33518,33026,22740,20183,9340,9335,3673,3246
R,12,2019,30,4695730,2383979,2311751,1742814,1659528,364130,368037,35220,31990,170822,179413,7847,6875,63146,65908,1798002,1716953,389794,396761,55176,52290,196122,205179,14090,13268,1887292,1859779,1308539,1266001,338438,342986,19575,19044,165725,174246,5704,5185,49311,52317,1351452,1311407,357940,365472,33307,33293,187436,196403,10657,10320,496687,451972,434275,393527,25692,25051,15645,12946,5097,5167,2143,1690,13835,13591,446550,405546,31854,31289,21869,18997,8686,8776,3433,2948
R,12,2019,31,4570055,2314033,2256022,1703861,1628712,338880,347579,34351,30903,170218,179875,7570,6922,59153,62031,1755253,1682746,362288,374171,53076,50069,194408,204458,13650,12957,1825683,1814682,1276071,1244284,314355,323228,18756,18055,165264,174860,5508,5216,45729,49039,1315655,1286896,331772,343712,31365,31537,185992,195960,10326,10038,488350,441340,427790,384428,24525,24351,15595,12848,4954,5015,2062,1706,13424,12992,439598,395850,30516,30459,21711,18532,8416,8498,3324,2919
R,12,2019,32,4450646,2255679,2194967,1675633,1594781,319433,329669,32832,29763,164551,174726,7608,6694,55622,59334,1723799,1646528,341319,354764,50739,48335,187291,198268,13519,12568,1775709,1763075,1253968,1217897,296076,306216,17664,17309,159779,170056,5459,5020,42763,46577,1290749,1258396,312241,325404,29663,30203,179255,190289,10172,9694,479970,431892,421665,376884,23357,23453,15168,12454,4772,4670,2149,1674,12859,12757,433050,388132,29078,29360,21076,18132,8036,7979,3347,2874
R,12,2019,33,4424880,2239283,2185597,1674121,1597244,308686,322202,32404,29386,163359,173464,7521,6725,53192,56576,1720397,1646319,328999,345883,49780,47876,185216,195760,13123,12298,1760207,1754558,1252714,1220689,285687,298795,17233,16837,158566,168964,5371,5010,40636,44263,1287892,1258904,300381,316873,28828,29682,177238,188057,9832,9479,479076,431039,421407,376555,22999,23407,15171,12549,4793,4500,2150,1715,12556,12313,432505,387415,28618,29010,20952,18194,7978,7703,3291,2819
